,編號,土地位置建物門牌,Latitude,Longitude,交易年月日,建築完成年月,總價元,單價元平方公尺,st_range
198,RPVPMLRJKIGGFBA87DA,臺北市萬華區中華路一段１６號十一樓之１,25.0403833,121.5072349,1101111,650901.0,20000000,162206.0,['西門']
199,RPOOMLTJKIGGFBA27DA,臺北市萬華區長沙街二段１８７之１號五樓,25.0409909,121.5010179,1101020,731222.0,15000000,116932.0,[]
200,RPPOMLTJKIGGFBA37DA,臺北市大同區延平北路二段２３５號三樓之６,25.060467,121.5114662,1101107,720129.0,6420000,169438.0,['大橋頭']
201,RPVOMLTJKIGGFBA97DA,臺北市大同區通河西街一段３號十五樓,25.0808327,121.5138878,1101112,980521.0,63000000,230719.0,[]
202,RPUNMLOLJIGGFBA37DA,臺北市萬華區大理街１６０巷２０弄１１號四樓,25.0329564,121.4946424,1101101,720115.0,14050000,128746.0,[]
203,RPPNMLQLJIGGFBA07DA,臺北市萬華區西園路二段６８號四樓,25.0316343,121.4969197,1101003,640719.0,5950000,128983.0,['龍山寺']
204,RPVOMLKMJIGGFBA27DA,臺北市萬華區環河南路二段２３號十六樓,25.0390819,121.4976439,1101104,1090807.0,18800000,207781.0,['龍山寺']
205,RPUNMLSKJIGGFBA67DA,臺北市中正區衡陽路２６號十二樓之２,25.042188,121.512827,1101112,1050503.0,17110000,294949.0,"['台大醫院', '西門']"
206,RPQNMLKKKIGGFAA09DA,臺北市文山區萬利街１５號二樓,24.9998693,121.5661661,1101108,830718.0,11780000,59145.0,['萬芳社區']
207,RPSNMLKKKIGGFAA66DA,臺北市中正區羅斯福路二段１１６號十樓之１,25.026384,121.522637,1101114,960206.0,9800000,350125.0,['古亭']
208,RPQNMLNKKIGGFAA76DA,臺北市中正區汀州路二段９３號二樓之５,25.025411,121.5181025,1101114,1030123.0,17600000,267071.0,['古亭']
209,RPTNMLNKKIGGFAA07DA,臺北市中正區重慶南路三段１７８號五樓,25.0229899,121.516667,1101119,620125.0,7300000,136627.0,[]
210,RPUNMLTJKIGGFAA67DA,臺北市中正區南昌路一段１５９號二樓,25.0292211,121.5188452,1101107,630802.0,24500000,243273.0,['中正紀念堂']
211,RPROMLRJKIGGFAA27DA,臺北市中正區羅斯福路三段１３８號十一樓之１,25.0203466,121.5281241,1080804,1100520.0,108160000,307764.0,['台電大樓']
212,RPXNMLNLJIGGFAA47DA,臺北市文山區政大二街１１５號十二樓,24.988211,121.5839599,1101102,850815.0,22500000,132681.0,[]
215,RPVOMLQKJIGGFAA57DA,臺北市文山區萬芳路２０號八樓之２,24.9958957,121.5703675,1101106,940128.0,13850000,178433.0,"['木柵', '萬芳社區']"
216,RPROMLSKJIGGFAA37DA,臺北市中正區羅斯福路三段１３６號七樓,25.0203345,121.5282674,1071107,1100520.0,109800000,332823.0,['台電大樓']
217,RPTOMLQKJIGGFAA37DA,臺北市文山區景興路１９３號十六樓之４,24.9923587,121.5442351,1101003,831210.0,30300000,169321.0,['景美']
219,RPQOMLMLJIGGFAA76DA,臺北市中正區汀州路三段６０巷２弄６號十樓之１,25.0156282,121.5306186,1101107,891031.0,38500000,247827.0,['公館']
220,RPPNMLNLJIGGFAA66DA,臺北市文山區和興路１０號五樓,24.9859576,121.5461777,1101101,691015.0,10300000,102457.0,[]
221,RPOPMLOLJIGGFAA86DA,臺北市文山區指南路三段２６號八樓之１,24.9832466,121.5799061,1101108,970508.0,8100000,188328.0,[]
222,RPSPMLOLJIGGFAA27DA,臺北市文山區辛亥路五段３３號四樓,24.9994889,121.5541303,1101023,740709.0,13000000,117978.0,['萬芳醫院']
223,RPQPMLQJKIGGFAA17DA,臺北市文山區試院路１巷６號十樓,24.9876991,121.5484338,1101105,1021115.0,49500000,151889.0,[]
224,RPRNMLNKKIGGFAA86DA,臺北市中正區南昌路二段２０３號八樓之４,25.0251125,121.5233726,1101104,940601.0,10500000,254431.0,['古亭']
225,RPPNMLMKKIGGFAA56DA,臺北市中正區汀州路三段６７號九樓,25.018025,121.528255,1101102,1071122.0,36600000,318997.0,['台電大樓']
226,RPRNMLMKKIGGFAA76DA,臺北市中正區汀州路三段６３號七樓,25.018091,121.5281268,1101112,1071122.0,36300000,320747.0,['台電大樓']
227,RPPNMLNKKIGGFAA66DA,臺北市中正區水源路２３號十樓,25.017079,121.525195,1101104,731117.0,19000000,174600.0,[]
228,RPWNMLTLJIGGFBA08DA,臺北市萬華區康定路１０３號十二樓之２,25.0394235,121.5021082,1101107,1050331.0,16310000,206090.0,[]
229,RPVPMLTJKIGGFBA08DA,臺北市萬華區大理街１３０巷２弄７號三樓,25.033728,121.4972525,1101006,621226.0,7600000,105263.0,['龍山寺']
230,RPUOMLKKKIGGFBA07DA,臺北市萬華區中華路二段５０４巷３５號六樓,25.024904,121.50878,1101111,680403.0,11000000,183824.0,[]
231,RPTOMLNKKIGGFBA27DA,臺北市大同區保安街７２巷３號五樓之１,25.0588261,121.5122149,1101204,970612.0,7000000,225443.0,['大橋頭']
232,RPUOMLNKKIGGFBA37DA,臺北市大同區延平北路一段５１號八樓之３７,25.0509237,121.5121264,1101122,700223.0,4000000,163465.0,"['台北車站', '北門']"
234,RPTPMLOLJIGGFCA57DA,臺北市中山區林森北路１０７巷４３號三樓之３,25.0501456,121.5264368,1101113,810130.0,5800000,171801.0,[]
235,RPTOMLOLJIGGFCA47DA,臺北市中山區新生北路二段６８巷８號七樓之８,25.0566792,121.5268045,1101009,1050602.0,24600000,197068.0,[]
236,RPRPMLTKJIGGFCA77DA,臺北市中山區中山北路二段７７巷８號,25.0574396,121.5237732,1101031,901112.0,22560000,235171.0,['雙連']
237,RPWPMLKMJIGGFCA57DA,臺北市中山區雙城街２５巷３號十一樓,25.0663219,121.5246138,1101111,1041221.0,40300000,227337.0,['中山國小']
238,RPWTMLKMJIGGFCA97DA,臺北市內湖區康樂街１３６巷３０弄９號九樓之３,25.0718217,121.6174176,1101114,1090424.0,27100000,167854.0,[]
239,RPRPMLLJKIGGFCA96DA,臺北市內湖區民權東路六段２８０巷３１號地下一層之９,25.0711802,121.6062617,1101118,860812.0,5300000,131939.0,['葫洲']
240,RPVQMLRJKIGGFCA08DA,臺北市中山區中山北路二段６２巷３５號五樓,25.056755,121.520934,1101111,1070726.0,10280000,281259.0,"['雙連', '中山']"
241,RPSPMLQJKIGGFCA57DA,臺北市內湖區內湖路二段１０３巷５２號二樓,25.0823015,121.5809698,1101109,711126.0,11000000,208649.0,[]
242,RPVNMLQJKIGGFCA67DA,臺北市中山區新生北路三段１號七樓之２２,25.0628945,121.5281547,1101112,700122.0,5200000,175202.0,['中山國小']
243,RPUPMLNJKIGGFCA47DA,臺北市中山區林森北路１２１號三樓之７,25.0507717,121.5252144,1101107,971215.0,7480000,225777.0,[]
244,RPSOMLNJKIGGFCA17DA,臺北市中山區農安街２０號十一樓之１０,25.0647344,121.5249001,1100828,931117.0,15100000,314583.0,['中山國小']
245,RPSNMLNKKIGGFCA17DA,臺北市中山區中山北路二段６５巷２弄５８號四樓之６,25.056595,121.524772,1101122,970114.0,9300000,225127.0,['雙連']
246,RPWNMLNKKIGGFCA57DA,臺北市內湖區行善路３３３巷８０號六樓,25.0611357,121.5860303,1100907,991116.0,64000000,179937.0,[]
247,RPROMLNKKIGGFCA17DA,臺北市中山區林森北路６２７號八樓,25.067017,121.525894,1101016,800914.0,10700000,198626.0,['中山國小']
248,RPSOMLNKKIGGFCA27DA,臺北市內湖區內湖路二段１０３巷１１５號十一樓,25.0841087,121.5811156,1100909,720331.0,20000000,160591.0,[]
249,RPVOMLNKKIGGFCA57DA,臺北市中山區吉林路９３號四樓,25.0557703,121.5303912,1101112,1041014.0,18300000,189519.0,['松江南京']
250,RPPPMLOKKIGGFCA17DA,臺北市內湖區康樂街１３６巷３０弄５號四樓,25.0718774,121.6175999,1101029,1090424.0,28000000,168726.0,[]
252,RPRQMLKKKIGGFCA07DA,臺北市內湖區康寧路三段２１９巷９號二樓,25.0681436,121.6125013,1100917,740921.0,16680000,146367.0,['東湖']
253,RPROMLKKKIGGFCA86DA,臺北市內湖區五分街７２巷７號,25.0666763,121.6163899,1101123,961025.0,21000000,220474.0,[]
254,RPROMLTJJIGGFDA67DA,臺北市信義區松智路２２號四樓,25.0306741,121.5641619,1101109,910903.0,110000000,239683.0,['台北101/世貿']
255,RPUNMLPLJIGGFDA67DA,臺北市南港區興中路２８巷６號四樓,25.0554603,121.6069458,1101110,1011001.0,29500000,174804.0,['南港']
256,RPWQMLTLJIGGFDA58DA,臺北市南港區松河街７７０號三樓,25.0613637,121.6116762,1101122,981207.0,23200000,188037.0,['南港軟體園區']
257,RPTNMLKMJIGGFDA17DA,臺北市信義區松山路４８２巷３６號十樓,25.039009,121.577492,1101031,740723.0,26800000,238074.0,['永春']
258,RPOQMLQJKIGGFDA37DA,臺北市信義區吳興街２２０巷６９號,25.0263213,121.5610904,1101003,790424.0,4200000,167866.0,[]
259,RPRNMLKKKIGGFDA86DA,臺北市信義區基隆路二段２０１號四樓之５,25.0245003,121.5531007,1101110,720315.0,22500000,203878.0,['六張犁']
260,RPROMLSJKIGGFDA67DA,臺北市松山區市民大道四段３９之３號十七樓,25.0457511,121.5458466,1100907,1090102.0,207920000,600208.0,[]
261,RPUNMLKKKIGGFDA17DA,臺北市信義區松山路４２１號十六樓之２,25.040569,121.5780536,1101116,820514.0,35280000,223877.0,['永春']
262,RPSNMLNKKIGGFDA27DA,臺北市松山區民生東路五段３６巷８弄２２號四樓,25.0569704,121.5583555,1101111,580527.0,31000000,259306.0,[]
263,RPUOMLNKKIGGFDA57DA,臺北市松山區南京東路五段２５１巷３２弄３之１號,25.0528032,121.5648219,1101106,750423.0,30380000,271202.0,['南京三民']
264,RPRNMLOKKIGGFDA27DA,臺北市信義區林口街１７８號三樓之１,25.040409,121.5811471,1101119,791022.0,14000000,183102.0,['永春']
265,RPOOMLNKKIGGFEA07DA,臺北市北投區行義路１９２巷８號四樓,25.133645,121.5295514,1101001,1050630.0,75680000,107969.0,[]
266,RPRNMLNKKIGGFEA27DA,臺北市北投區西安街一段２９３巷２９號,25.1118165,121.515783,1100909,620127.0,20000000,223964.0,"['明德', '石牌']"
267,RPSNMLNKKIGGFEA37DA,臺北市士林區文林路７４０巷９弄１３號四樓,25.1034461,121.5204616,1101125,640110.0,5200000,112408.0,['芝山']
268,RPOOMLTJKIGGFEA57DA,臺北市士林區福港街２８０巷１７號,25.0830725,121.5169942,1101116,661111.0,8200000,84362.0,[]
269,RPPNMLKKKIGGFEA76DA,臺北市北投區立農街一段２７９巷７號,25.1197965,121.5059949,1101101,761106.0,12800000,111859.0,['唭哩岸']
270,RPROMLKKKIGGFEA07DA,臺北市北投區崗山路８巷８號六樓,25.1405517,121.4871673,1101108,1080415.0,18300000,170106.0,['復興崗']
271,RPTPMLPJJIGGFEA67DA,臺北市北投區公路２０９巷１９之１號五樓,25.1151759,121.515018,1101010,1031230.0,17300000,168583.0,['石牌']
272,RPUOMLMLJIGGFEA57DA,臺北市北投區泉源路３５巷１６號四樓之１,25.140628,121.505634,1101113,670706.0,5900000,87537.0,[]
273,RPRQMLOLJIGGFEA67DA,臺北市士林區天玉街３８巷１８弄７之１號四樓,25.1197651,121.5299231,1101107,691029.0,21500000,165908.0,[]
274,RPVOMLLJKIGGFEA47DA,臺北市士林區永公路３巷９號,25.114348,121.551471,1101031,590204.0,23800000,144663.0,[]
275,RPPPMLTLJIGGFEA87DA,臺北市士林區天母西路５巷５號七樓,25.1188805,121.5288857,1101111,670530.0,28500000,183303.0,[]
276,RPTOMLNJKIGGFEA47DA,臺北市北投區溫泉路７１號六樓之１０,25.135703,121.504815,1101121,700218.0,7400000,121093.0,['新北投']
278,RPXNMLOKKIGGFFA08DA,臺北市大安區復興南路二段３８１號八樓,25.022287,121.543666,1101103,690131.0,5000000,67304.0,['科技大樓']
279,RPOOMLOKKIGGFFA27DA,臺北市大安區復興南路二段３８１號八樓,25.022287,121.543666,1101103,690131.0,5000000,67304.0,['科技大樓']
280,RPWNMLNKKIGGFFA87DA,臺北市大安區辛亥路二段１７１巷６弄１２號十八樓,25.0220251,121.5406451,1101118,720125.0,39000000,234066.0,[]
282,RPTOMLMJKIGGFFA47DA,臺北市大安區基隆路二段１８８號十四樓之１１,25.0249263,121.5529367,1101111,980109.0,11280000,324045.0,['六張犁']
283,RPWNMLSJKIGGFFA28DA,臺北市大安區仁愛路四段４０８巷２１號八樓,25.0370331,121.5570695,1100902,970701.0,29880000,276923.0,['國父紀念館']
285,RPWNMLNKKIGGFAA47EA,臺北市文山區興隆路三段７６號六樓之１,24.9997849,121.5564855,1101029,1100223.0,20000000,185288.0,['萬芳醫院']
286,RPOOMLOKKIGGFAA86EA,臺北市文山區景後街９５號三樓之２４,24.991914,121.542926,1101203,831108.0,1800000,86538.0,['景美']
288,RPUOMLOKKIGGFBA57EA,臺北市大同區迪化街一段２２４巷２０號,25.059423,121.508794,1101110,660203.0,7856851,60040.0,[]
289,RPXRMLKMJIGGFCA97EA,臺北市中山區敬業三路１７４號八樓,25.0789013,121.5565784,1100904,890628.0,31280000,201287.0,[]
290,RPOSMLKMJIGGFCA17EA,臺北市中山區敬業三路１６２巷１５８號九樓,25.0781149,121.559959,1101114,890628.0,31000000,199652.0,[]
291,RPQQMLSJJIGGFCA67EA,臺北市中山區林森北路４８３號七樓之４,25.0611266,121.5260656,1101023,920122.0,11700000,201759.0,['中山國小']
293,RPRPMLNKKIGGFCA37EA,臺北市中山區民生東路一段２５號九樓之２,25.0582849,121.524772,1101115,690815.0,5500000,135002.0,['雙連']
294,RPVNMLOKKIGGFCA67EA,臺北市中山區伊通街１２３號五樓,25.0539524,121.534961,1101103,1000630.0,46580000,222892.0,['松江南京']
295,RPRQMLRJKIGGFCA77EA,臺北市中山區四平街３７號四樓,25.0537732,121.5318181,1101013,610812.0,11530350,143341.0,['松江南京']
298,RPQOMLTLJIGGFDA87EA,臺北市信義區吳興街２２０巷６９號,25.0263213,121.5610904,1101027,790424.0,3800000,151878.0,[]
299,RPXOMLTLJIGGFDA58EA,臺北市南港區研究院路二段１５０巷３弄１１號,25.0381433,121.6162666,1101025,620129.0,12500000,157828.0,[]
300,RPSPMLMJKIGGFDA37EA,臺北市南港區重陽路１４４號四樓,25.056987,121.6004764,1101009,730207.0,17800000,165952.0,[]
301,RPRNMLNJKIGGFDA17EA,臺北市南港區成福路２０６巷５弄８號五樓,25.0402918,121.5878951,1101004,801001.0,29450000,188955.0,[]
302,RPSNMLNJKIGGFDA27EA,臺北市信義區虎林街３０巷１１號三樓,25.04739,121.576085,1101107,740411.0,23500000,208815.0,['松山']
304,RPXNMLNJKIGGFDA77EA,臺北市松山區八德路四段６３８號十二樓,25.0498506,121.57471,1101125,990525.0,20500000,225870.0,['松山']
305,RPWOMLMJKIGGFDA67EA,臺北市信義區松山路５１９號,25.0384098,121.5781844,1101012,591124.0,6744783,169595.0,['永春']
306,RPXOMLMJKIGGFDA77EA,臺北市信義區基隆路二段７９巷１７弄２號三樓,25.0297525,121.5594945,1101108,800921.0,12500000,108460.0,[]
307,RPOOMLNKKIGGFEA17EA,臺北市士林區文林路７１４巷３號二樓,25.1026111,121.5209572,1101103,610713.0,14200000,180685.0,['芝山']
308,RPTOMLSJJIGGFFA08EA,臺北市大安區安和路二段２８號三樓,25.0319148,121.5522566,1101018,710514.0,35500000,367838.0,['信義安和']
309,RPUOMLSJJIGGFFA18EA,臺北市大安區信義路三段１４７巷１１弄１２號五樓,25.0346778,121.5422633,1101128,1030819.0,13900000,461947.0,['大安']
310,RPXOMLOKKIGGFFA28EA,臺北市大安區基隆路二段２４８號七樓,25.0227572,121.5503957,1101124,1001130.0,100000000,246275.0,['六張犁']
311,RPQNMLOKKIGGFFA47EA,臺北市大安區樂業街７２巷２０號十樓,25.0215885,121.5500677,1090727,1100906.0,24500000,271840.0,['六張犁']
312,RPRNMLOKKIGGFFA57EA,臺北市大安區敦化南路二段１７２巷２６之１號四樓,25.0239764,121.547174,1101109,1080702.0,69900000,360274.0,['科技大樓']
314,RPTNMLOKKIGGFFA77EA,臺北市大安區新生南路一段１０３巷１１之４號,25.0408781,121.534189,1101021,610330.0,44100000,267743.0,['忠孝新生']
315,RPPPMLOKKIGGFEA47EA,臺北市士林區承德路四段８０巷２２號三樓,25.082736,121.5220436,1101124,700409.0,3000000,49710.0,['劍潭']
316,RPUQMLKKKIGGFDA57EA,臺北市信義區光復南路４３９號十四樓,25.0356807,121.5577179,1101020,970205.0,46000000,352113.0,['信義安和']
317,RPOOMLNJKIGGFDA96EA,臺北市南港區忠孝東路六段１３０號二樓之３,25.0479614,121.58538,1101115,1000110.0,9500000,285628.0,['後山埤']
318,RPPOMLNJKIGGFDA07EA,臺北市信義區信義路五段１２７號四樓之９,25.0339574,121.5740582,1101110,951229.0,15000000,291886.0,['象山']
319,RPUNMLNJKIGGFDA47EA,臺北市松山區光復北路１１巷６６號,25.0499549,121.5604566,1101109,640104.0,30000000,350099.0,['南京三民']
320,RPWNMLNJKIGGFDA67EA,臺北市南港區福德街３８５號六樓,25.0408899,121.5909066,1101027,870521.0,19000000,148973.0,[]
321,RPVNMLOKKIGGFDA77EA,臺北市松山區民生東路五段１４５號二樓,25.059091,121.561999,1101104,720129.0,31280000,171228.0,[]
322,RPPPMLOKKIGGFDA37EA,臺北市南港區忠孝東路六段２２５巷３弄１號四樓,25.0500395,121.5883014,1101115,630806.0,12600000,179743.0,[]
323,RPSPMLOKKIGGFDA67EA,臺北市南港區舊莊街一段２１２巷１０號三樓,25.0382283,121.6221661,1101110,1050325.0,13000000,130575.0,[]
324,RPQQMLMJRHGGFDA87EA,臺北市信義區忠孝東路五段４６９號二十一樓之６,25.0410335,121.5771271,1100916,1100119.0,17960000,417189.0,['永春']
326,RPSQMLMJRHGGFDA08EA,臺北市信義區忠孝東路五段４６９號十八樓之５,25.0410335,121.5771271,1101128,1100119.0,20480000,403998.0,['永春']
327,RPVOMLPKKIGGFCA87EA,臺北市內湖區內湖路一段７３７巷９５之１號八樓,25.0829301,121.5795162,1101127,881026.0,30150000,190209.0,[]
328,RPXNMLOKKIGGFCA87EA,臺北市中山區林森北路１１９巷８１號五樓,25.0503099,121.5276966,1101013,871123.0,16000000,190363.0,[]
329,RPTNMLOKKIGGFCA47EA,臺北市中山區林森北路２６３號十二樓之７,25.0545886,121.5256261,1101115,710707.0,7248800,160265.0,[]
330,RPUNMLOKKIGGFCA57EA,臺北市中山區林森北路２６３號十二樓之２,25.0545886,121.5256261,1101115,710707.0,8300000,161071.0,[]
331,RPSPMLNKKIGGFCA47EA,臺北市中山區中山北路二段１６８之５號三樓之３,25.0633793,121.5222592,1101127,951129.0,17200000,276572.0,"['民權西路', '中山國小']"
333,RPTSMLKMJIGGFCA67EA,臺北市中山區明水路４７５巷６號五樓,25.0780563,121.550866,1101117,860307.0,50500000,240866.0,['大直']
335,RPOQMLMLPHGGFBA47EA,臺北市大同區迪化街二段１５８號八樓之１,25.0667526,121.5099719,1101130,1100106.0,27500000,157738.0,['大橋頭']
336,RPROMLOKKIGGFAA17EA,臺北市中正區辛亥路一段６號三樓之２,25.0183237,121.5281254,1101109,1070717.0,18000000,117886.0,['台電大樓']
337,RPXNMLOKKIGGFAA67EA,臺北市文山區景華街１４９號二樓,24.9969427,121.5477226,1101113,640922.0,8800000,158644.0,[]
338,RPWNMLTKJIGGFFA38DA,臺北市大安區嘉興街３２３巷３號五樓之１,25.0222985,121.5533169,1101028,890626.0,51000000,264701.0,['六張犁']
339,RPVNMLOLJIGGFFA87DA,臺北市大安區建國南路二段９號二樓之２,25.0329665,121.538191,1101114,780511.0,38800000,270647.0,['大安森林公園']
340,RPTNMLQKJIGGFFA77DA,臺北市大安區瑞安街６５之１號六樓之１,25.0287877,121.5415687,1101106,701214.0,30000000,259493.0,['科技大樓']
341,RPRNMLTJKIGGFEA77DA,臺北市北投區溫泉路３７巷２６號十樓之６,25.1349081,121.5028382,1101123,941111.0,6700000,150460.0,['新北投']
342,RPRNMLRJKIGGFEA57DA,臺北市北投區天母西路１１７巷５２弄２２號六樓,25.1210273,121.5251534,1101107,731113.0,28880000,207218.0,[]
343,RPPPMLKMJIGGFEA07DA,臺北市北投區石牌路二段３１５巷３４弄７號二樓,25.1237792,121.5226548,1101027,1040804.0,43500000,240399.0,[]
344,RPQQMLOLJIGGFEA57DA,臺北市士林區芝玉路二段５２巷１１號五樓,25.1119667,121.5355745,1101106,870218.0,51500000,191443.0,[]
345,RPVNMLQLJIGGFEA97DA,臺北市北投區泉源路８０號二樓,25.141639,121.513586,1101023,681101.0,8500000,79760.0,[]
346,RPRPMLTLJIGGFEA08DA,臺北市北投區天母西路１１７巷５２弄２６號二樓,25.120903,121.525304,1101115,731113.0,25600000,172124.0,[]
